comments,star
彭昱畅这次没演到吻戏 但演了一路的 床戏 不知道是不是看点 很简单的故事被讲的搞笑又温情还是值得一个肯定 并不意在探讨更深邃的主题 不过作为青春荷尔蒙的悸动让人拥有共鸣就是成功 始终被爱的人也用面对死亡的坚强回馈着爱他的人 留下的每一张片刻照片 都是笑着的 ,4
这片要是让魏大勋当第一男主 可能还更好看一些 至少更搞笑啊 ,2
这片和前任3之间 也就差了一个上海堡垒   到流浪地球之间的距离,1
其实 国产版在故事架构及叙事情节上 基本忠实地按照韩国原版翻拍 但由 伟大 变成 小小  由 做爱 变成 恋爱  价值观是更正确了 正能量也更突出了 但 青春性喜剧 也变成了普通的青春成长片 观赏娱乐性大打折扣 就像做菜少放了盐 而且 在逻辑上也很有些别扭了   ,2
真的就是一部被大型阉割了的电影   翻拍的意义在于呈现出更好的一部作品 但你现在这照搬剧本的水平还能拍成这么烂 真不知道导演在干嘛 优点全是原著的剧本 缺点全体现在了改编的地方      ,1
片子最大的问题是非常明显的撕裂感 因各种原因 青春性喜剧已经变成了青春喜剧 不过 倒不特别讨厌这部影片 或许还是因为演员的关系 相比田羽生之前的作品 这一部在选角其实是很不错的 彭昱畅有点贱贱的躺式表演很好玩 而魏大勋新的惊喜 一个特别萌的天然呆 我还挺吃这种呆萌的 ,3
马拉松的意义也许并不是到达终点 每个日出的汗水都是父亲坚持的纪念 篮球赛的价值或许并不是折得桂冠 每个夜晚的信笺都是母亲温柔的眉眼  尝过再多苦头 也无法分担疾病和冒险 剪坏再多球鞋 也不能重温并肩奔跑的青春  在嬉笑的幽默情节里 朋友为他翻阅同学录 硬闯新世界 但在告别的倒数计时中 是他让残酷的故事不必带泪 让开不了口的暗恋勇敢成真 让呜咽的男孩穿着黑色礼服看上去像是真的成为了大人  但电影的完成度比起原版太过逊色 青春是无脑的遮羞布 剪辑成为空洞的链接点 故事发展和情感升华的生硬如坐针毡 最后十分钟的抒怀尤其令人尴尬  电影被改了又改 终于还是连同主角们的命运一起面目全非  能够弥补的失误 就是青春 不能回首的缺憾 叫做成长 而人生的意义是什么 我想就是让你所爱的人因你而快乐 ,2
这剪辑的戏份彭昱畅确实立不住男一 魏大勋的表演像极了演小品的常远 王大陆演得也很奇怪 至于彭昱畅无意识无主动的表演 能叫演技好 电影价值观扭曲以及恶心 人物单薄突兀 强行好兄弟   Btw 因为我觉得这个电影不好 给了低分 成都淘票票把我拉黑了 真的是好大的官威啊 ,1
浪费时间的电影 梗老 笑点都意料之中 就这片番位也没必要撕了 不嫌磕碜吗 ,2
为什么给了五颗星 一部分源于我对彭彭的好感 真的是一个太乖的孩子了 不说片方到底多过分 一直努力宣传 首映礼结束大家都走了 他一个人喊希望大家喜欢电影的话可以向朋友安利 然后可以在社交网站上给个好评 据说最后一场首映 大家都走了 他还一个人蹲着给大家签名 被降番 被宣传黑幕除名 这个乖孩子除了一纸声明其他工作照样努力配合完成 对彭彭真的太有好感了 但是这五颗星不仅仅是因为好感 电影里 演员们的表现都很不错 虽然一开始有点儿不习惯感觉好像用力了 但是看着看着真的是笑到肚子疼 这就是他们的风格啊 虽然是翻拍 还被删减 故事还是完整的 笑点在 感动也在 推荐大家去看 当然也尊重为了彭彭果断放弃贡献票房的朋友 这个愿望 上映之路并不平坦 临近国庆 冲刺的时间不多 希望有兴趣的朋友不要犹豫 去看彭彭吧,5
一星半 其实原本挺期待的 因为韩版可改进处很多 以及期待那国内无法原样呈现的元素 但最终这个 小小的愿望  依然是照搬原版剧情甚至是分镜头的那类 跟原版相比两处较大改动 一处是海滩戏的前后 另一处是结尾有关 愿望 的反转 前者有让我眼前一亮 以为以此开始要进行大改动  后者则是让我大跌眼镜 还真不只 伟大 改成 小小 那么简单  另外同样可见其为公映付出许多 不能是中学生得是毕业生 坚决不能提那两个字 不能不想读书要热爱学习 男主也必须已经成年 在职老师当然不能去夜店 乔丹热潮 巴特尔NBA之旅 灌篮高手以及随处可见泡面 除此外也看不出年代感 尤其台词和表演  和原版一样泪点后紧接笑点 人物完全没有成长痕迹 优点全来自于原版 冷漠脸看完   路演场粉丝们大概很欢乐 差点欢乐成菜市场 ,1
好烂的剧本 好尴尬的演技 好矫情的设定 好想不开的彭彭 ,2
我不明白这样的翻拍有什么意思 上映前又闹一出 估计这电影输钱又丢人 ,2
小彭的路人缘真的不错 毕竟有演技有好作品 但是片方着实把人恶心到了 相信很多不会去看的人本来并不是他的粉 但是见不得好演员这样被人欺负吧 ,2
3 2星 我不太懂 少年遗愿是破处 的敏感点在哪 讲道理有很多上映过的电影题材明明更over 1 有不少改动痕迹 猜测改动前应该是一部完成度尚可的青春性喜剧 2 选角都很适合 三个哥们明明口音不同却颇有火花 尤其魏大勋有一种迷之萌感 少年感十足 居然是89年的 厉害 3 有些细节还是挺到位的 比如泡面要 压 进碗里 比如照片背面歪歪扭扭的字 4 可口可乐的软广真的 软  其他金主和导演学着点 5 彭昱畅这个角色最后的结局太突然 收尾弱掉 ps 笑点其实不少 演员的表演是功臣 王大陆的嘴在银幕上好似深渊   ,3
真太烂了 比他的前任系列都烂 不知道是剪辑问题还是啥原因 电影前95 给你在那儿搞笑 临了几分钟突然给你强行抒情再放逝者照片 这种质量也能上院线 投资人的钱真好挣 这样打着改编逝者生活的口号以商业片的形式拍出来这样不负责任的片子真是对逝者的极大不尊重极大不负责 路转黑 ,1
上一次看到这么恶心的价值观还是 西虹市首富  愿望破处挺好一主线 作为青春期个体焦虑就够了 而这片子整合了一个男性共同体策划性地以舔狗式意淫表达了对女性的肉体崇拜 达成人物弧光 故事和解 的双方 是多么扭曲极端的形象呢 彭昱畅 病体 巨婴 无意识 零主动性 愿望小姐姐 发廊小姐 细高跟爆乳包臀却是清冷女神人设 这么诡异的配对要迎合兄弟情的升华 要达成主角夙愿的大圆满 其中 魏和王对长辈 高母 魏夫 夏老师 的卑微怯懦 以及魏第二次挨打的脸部惨状已经脱离了喜剧梗的范畴 简直可疑且可怖 这哪是一部性喜剧 简直是一部邪典片 ,1
居然是在全部拍好后 才从破处改成谈恋爱 台词剧情变得非常奇怪 彭彭演得还是不错的 但鉴于一系列的风波 ,2
普通人就不能有伟大的愿望吗 必须改成小小的那么卑微才行吗 恶心 ,1
这不是翻拍 这简直就是照拍 纯描的 中国电影完蛋了 ,1
一星给彭彭一星给大勋 台巴子原地螺旋爆炸 删人戏份偷人番位您也升不了咖 乐色,2
基本属于最糟糕的那种电影 而且它的糟糕和审查以及随之带来的删减一点关系也没有 就仅仅是导演和编剧技法的拙劣而已 既不能用那些尴尬的笑料引人发笑 也不能用那些虚假的煽情让人共情,1
X   打着技术原因的旗号跳档 就是为了博眼球 但本质是个大烂片      不想吐槽了 浪费口舌 不值得,1
除了场外因素 这部电影的节奏也有问题 最讽刺的是 原版也是这样 这就跟抄作业把对方的错误都抄上一样 更离谱的是 最后还把人家正确答案给删了 王大陆依然用嘴演戏 这次倒是魏大勋演得有意思,2
大姚 上青云  小彭 小愿望  在对临终炮的执念上 苏明玉和小蒙总不愧是师徒 其实本片主题原本可以很有戏的 从性喜剧和死亡悲剧的天然矛盾中炮制笑料 体悟人生 参见 家族之苦2   可目前的呈现既不够癫狂也不见成长 虽知是不可抗力 但总归很遗憾 ,2
"真是烂啊 烂出天际 原罪确实就是审查 所以才会把原有的素材弄成这个支离破碎的样子 每场戏每个镜头都无比尴尬 疯狂拖时间 完整的故事都讲不明白 全是拼凑 甚至有点怀疑 降番 算是一种为了把损失降到最小的一种欺骗式的炒作 彭昱畅戏都剪没了 番不番还有啥意义 实话说看完之后我觉得是被骗了的  打五星是因为 是彭昱畅粉丝 下不去手",5
我实在搞不懂大把国内青春故事可讲 非要去抄二流的翻译本子然后涂涂改改 最后还要被键盘影评人嘲讽国内审查制度和性喜剧被阉割 用改名字意淫被禁 阴阳怪气夹带永恒的审查有罪论的私货 不骂创作者的懒惰 不骂IP拿来主义 凭什么让演员和电影局为庸作背锅 没有分级制度的PG 13玩什么性喜剧 ,1
又翻拍 原版是性喜剧啊 内地要怎么魔改才能公映又不降低笑点 想想都觉得疼 ,2
勉强两星 烂的很平均 ,2
名字改的挺好的 确实只有小小的好笑和小小的感动了 绝大部分时间都尴尬 王大陆和魏大勋使出了演智障的劲来演18岁少年 情节幼稚笑点低俗布景虚假 就这还得翻拍韩国 不管有没有人审查它都是烂片啊 ,2
剪辑使内容有些跟不上 有些情节出现得很突兀 所以让情绪有些断片儿 勉勉强强5分吧 ,2
田羽生这个辣鸡已被我拉进黑名单 莫欺少年穷 彭昱畅 你一定要红 ,1
演员的表演为电影加分很多 选角首先就成功了一半 一口东北腔的魏大勋和台湾腔的王大陆本身就自带笑点 加上一个躺在那儿就惹人发笑的彭昱畅 三兄弟可谓是珠联璧合 最后配合着主题曲的往昔回忆多少让人泪目 主题是纪念那个逝去的朋友 让人扼腕叹息 ,4
我觉得粉丝搞错重点了 究竟谁是一番根本不重要 重要的是为啥如此烂抹布呕吐物一样的电影还有人愿意去争一番 如果我是演员我会直接建议田羽生把角色的整张脸像 风雨云 里边的陈冠希一样完全抹去 接演这种电影是所有演员一辈子的职业污点 ,1
伟大的上帝啊 我有一个小小的愿望 这种烂片以后不要再有了 ,1
少年有性幻想是好事啊 可惜被处理成了想谈恋爱   大学前严禁谈恋爱 大学毕业最好原地结婚 国内的性教育爱教育婚姻教育就是零吧 剧情有点傻 最后的反转真特色 ,2
不把演员当人 救护车你麻痹呀 就知道炒作别人 还两面三刀签合同 彭昱畅都三番四次道歉了 你看看导演和片方站出来了吗 这种垃圾电影还不如 逐梦演艺圈 真诚 为什么还有人打两星或三星以上 ,1
尬到让我相信掉番一事是炒作了,2
我为这三张大嘴而来 ,4
这不叫翻拍这叫重拍 和原版相似度过多 导演不懂喜剧电影 用语言制造笑点抛梗接梗出来叫小品不叫电影 导演无任何进步 演员演技全员不可谁也别看不起谁 屎屁尿青春片真的观感挺low ,1
两个站着的人演技看得让人捉急 导演是不是把观众当傻子看啊 某些信息一直暗示暗示到结尾 永远不会变的强行煽情 唯一的亮点是父亲跑马拉松时的致敬洛奇桥段和海滩那一幕 其他的都太烂太尬了 ,2
不愧是恶臭导演 一脉相承 可惜了彭昱畅 王大陆干嘛不去演毒液啊 连特效都省了,2
不想看了 抱歉了我彭 下次一定,1
改首映日期锁排片然后吹票房的我也是第一次见 垃圾 电影太注水了 当观众傻子呢    ,1
这部阉割版性喜剧最实诚的部分 就是给命不久矣的主角起名高远 跟粤语的睾丸同音  没想到影厅那么多小学鸡 若干年后会不会说这电影让他们   ,2
被阉割过的国家不需要性爱 ,2
以前看过韩版 所以看到本片有些失望 没有什么新奇笑点 照搬韩国原版 但剧本在做本土化时 还是有问题 现有的尺度下 很难拍性喜剧 破处变成谈恋爱 ZW变成点穴 只觉无奈和尴尬 ,2
卖蠢的部分挺好笑的 尬的部分挺头皮发麻的 不可描述的部分挺少的 问题是这三个部分完全割裂开了 我不知道这和删减有没有关系 但上一秒想观众一顿暴哭 下一秒就想大家一顿暴笑 你这么尬的过渡 真当所有观众都是戏精吗 ,1
这样的电影 还真不如等个蓝光回家自己慢慢看 广电让你重新上映应该就是导演这里改一点那边剪一刀的妥协 ,3
彭昱畅演技真的很好,4
真的无聊 上映前还炒作一星都多,1
结尾彩蛋的一组照片着实恐怖 失恋33式的收集失恋人群的采访视频 同样地放上了朋友合照 然后其中一个先走的影像渐渐黑化 ,3
看这部电影 还不如直接看魏大勋的腿 ,1
虽然都是套路 但我就觉得很爆笑,4
八万场排片的首映日突然变成零点场点映 骚不过骚不过,1
其实倒没那么差  跟前任系列一脉相承的性喜剧 跟性喜剧就不要讨论三观了 美国的性喜剧主要就靠冒犯政治正确来制造笑点 相对于物化女性 其实前半部分靠身体残疾来制造笑点更让人不舒服 可能是删减的原因 第二幕的笑点做得很差 给我的感觉是魏大勋更应该住院 他显然是个低能儿 情节和笑点设计得过于卡通化 田羽生应该是个情场老手和夜店常客 他拍摄女性的摄影机视角非常具有窥淫欲 当然这也对直男观众非常有吸引力 这点也是与前任系列一脉相承的 也许可以把这种摄影风格称之为夜店美学 ,3
少年的你很懂女生 小小的愿望很懂男生 都是很适合放在暑期档的电影 还是觉得有点可惜啊 不过也还是希望小小的愿望能在九月卖过十亿 真的是一部很不错的喜剧 田羽生拍出了很好的现实感 1983年出生的主角高远跟我同年 导演也是我们同龄人 很多细节上的处理 真的让我很有共情 这就是属于我们80后的少年时代 打打闹闹 憧憬梦想 以及跟荷尔蒙有关的那些事 ,4
骚操作让大陆小生 金马男主提名 票房新星给湾湾low咖抬轿  恶心,1
全方面崩塌    ,1
炒作烂片,1
最根本的问题还真的不在删改审查 就是审美网大化 剧作技巧粗暴单一 人物表演生硬抽离 喜剧段子三俗低劣的问题 关于审查的部分 观众其实已经脑补了 这带来了一种原文本 现文本和观众解读文本之间的割裂 如果原版或许能有性喜剧上的六十分 但也绝不会再高了 ,1
烂俗的主题 这并不是什么光荣的事 也不值得搬上大银幕 王大陆说每一句台词的表情 语气 动作 都是单一的 没有递进的变化 苍白无力的表演 ,1
操着主投主控的心   ,5
大陆喜剧都是木偶剧 人被附体说着不属于自己的话 一点都笑不出来 请放彭昱畅一条生路 ,1
越是不咋地的片子越是电影外的戏很多 田雨生真的不适合拍电影 电视剧都不带这么拖沓的 没耐心真的撑不过前十分钟 为了凑够100分钟毫无意义的镜头太多了 最不抱期望的综艺咖魏大勋反而是最出彩票那个 全片唯一的泪点来自于最后放的又土又真实的素人合照 友情哪需要生离死别来证明呢 ,2
呃  破处之旅吗,3
怎么讲 这三个人同框什么都不干我都能乐出来 就很可爱的三个人 希望他们仨录个综艺 但这电影实在太难看了 完全不好笑 没有青春感 也感动不起来 唉 怎么会这么难看 ,2
跟 快把我哥带走 有着相同的缺点 后半段的煽情前期没铺垫好导致煽情的部分异常尴尬  改得太社会主义 太正能量 真的 正能量台词从演员口中说出来 尬得不想听 个人的欲望也变成了兄弟情 我是真的服了 虽然不改可能不能过审  电影设定也太过违背现实 街上没有一个路人 学校没有一个学生 出现的人物都是为几个主角服务或者剧情服务 韩版 伟大的愿望 就没有这个问题 很多地方还是挺搞笑的 但是都是copy的韩版  彭昱畅最后让粉丝在平台打高分支持 所以打了两星 其实想打一星 ,2
碍于很多国情限制 明明可以拍一个很好玩的青春性喜剧 结果收着收着收着 很多该有的笑点都没了 还很尬,2
历经改名撤档 还有番位之争的狗血营销 已经对片子没有好感了,1
上一次在影院笑得那么开心已经是羞羞的铁拳了 真的太可爱了 彭彭超级无敌反差萌 一段情绪体现一段台词 完全表达了他作为演员的演技和台词功底 彭彭作为演员是真的拼的 不过戏份有点少 这点比较遗憾 意外之喜是魏大勋 真的太太太太好笑了  我的笑点几乎长在他身上了 他太出彩了  特别是配上莫名娇羞的表情真的憨憨 王大陆  也有点睛之处 但是从角色来说就一般 演技还可以 总体来说不功不过 电影真的不错 其实很少能在电影院看纯粹的友谊了有空看下原版 ,4
又是翻拍韩国的也是醉啦 演员也不行 喜剧不是瞎搞笑 不是故弄玄虚 ,1
本片后续经历的一切是一个国家的悲哀 而电影本身的拍摄则是一个导演的悲哀 田羽声第四次拍电影还如同第一次一样 这不是保持初心 这叫毫不用心 电影的审美很重要 但是你连一丁点都没有 ,1
看这版之前看了原版 然后基本上就没什么笑点了 笑点基本上就是复制韩版 还是不完整的复制 原创笑点很少 泪点就更谈不上了 可以接受韩版里直接大喊 我想XX  但不能接受这种猥琐的暗示 把性当谈恋爱 既然知道照韩版拍审片过不了当初何必拍呢 ,2
彭彭很可爱 魏大勋很适合这个角色 承包了笑点 剧情就不说了,2
改名撤档都是噱头 本质上导演和台湾片方都是捞钱一波跑路的心态 完全向低俗媚俗的市场资本妥协低头 ,1
虽然每个梗都在预料中 但三个人明明就是很出戏的表演却让每个片段都很好笑 ,3
虽说电影不能以三观论高低 但观众也有喜爱和评价的权利 这部不行 把功夫花在歪门邪道上怎么做好电影 这电影从片方的操作到演员的炒作 都很让人恶心 我和你们不一样 你们说的是王大陆 我说的是彭昱畅 卖惨请适可而止 ,1
故事很好啊 一会大哭一会大笑 很走心 王和魏的电影综艺都很路人的看过一些 他俩不能算是没有演技的 在这里他俩的选角应该说是非常合适了 除了略略有一点点的超龄感 也不知道这部片子究竟经历了些什么 最终呈现的是非常让人满意的 如果没有彭彭的话或许观感完全都不一样但是假设没有意义 总之这一部彭彭奉献了伟大的表演 甚至可以说是用生命在表演了 真的特别好哭 不说什么谈恋爱不谈恋爱的事 这仨男孩之间的友情多么美好 那个时代的一切 少年时代的一切 生命的一切得与失 都表达的多么美好  爱彭彭,5
翻拍并不成功,1
跟 快把我哥带走 有着相同的缺点 后半段的煽情前期没铺垫好导致煽情的部分异常尴尬  改得太社会主义 太正能量 真的 正能量台词从演员口中说出来 尬得不想听 个人的欲望也变成了兄弟情 我是真的服了 虽然不改可能不能过审  电影设定也太过违背现实 街上没有一个路人 学校没有一个学生 出现的人物都是为几个主角服务或者剧情服务 韩版 伟大的愿望 就没有这个问题 很多地方还是挺搞笑的 但是都是copy的韩版  彭昱畅最后让粉丝在平台打高分支持 所以打了两星 其实想打一星 ,2
看了纪录片 真的疯批剧组 除了彭昱畅  ,1
ballball彭彭多多接点文艺片吧 真的ballball你了 这已经是你参演的第二部让我在电影院如坐针毡的电影了   珍惜羽毛 求你 拜托 但是不管怎样都爱你支持你       ᴥ    ʋ PS 彭彭一定是研究过触不可及 瑞士军刀男等电影 演什么像什么的彭彭 我真的求你了 不 要 再 拍 这 种 电 影 求 你 ,3
碍于很多国情限制 明明可以拍一个很好玩的青春性喜剧 结果收着收着收着 很多该有的笑点都没了 还很尬,2
看这版之前看了原版 然后基本上就没什么笑点了 笑点基本上就是复制韩版 还是不完整的复制 原创笑点很少 泪点就更谈不上了 可以接受韩版里直接大喊 我想XX  但不能接受这种猥琐的暗示 把性当谈恋爱 既然知道照韩版拍审片过不了当初何必拍呢 ,2
虽然都是套路 但我就觉得很爆笑,4
全程泪崩 最后一个人在影院嚎啕大哭 去年一位身患渐冻人症的好友放弃治疗离开 难以想象她最后两年的人生是怎么样的 ,3
审美这种事没法强求 但职业编剧应有的技术底线都达不到 节奏太差 单场戏的节奏 段落的节奏 一点电影的sense都没有 最后照片变黑白真是突破天际了 不带这么消费逝者的 ,1
彭彭很可爱 魏大勋很适合这个角色 承包了笑点 剧情就不说了,2
年度最骚电影没有之一  心疼没有姓名的男主彭彭  ,1
彭昱畅 演技碾压同辈 和魏大勋 搞笑担当 在线 王大陆真的油 还不会演戏 所有的破处都改成谈恋爱真是够了 搞得后面 被每个人扇耳光  女方还是要带点感情 和 他想做   本来是个笑点 的台词 朋友帮 保健  让理发店姐姐保密的剧情都不太流畅 避讳谈性 却鼓励多生孩子 咋的 大家都无性繁殖啊  ,2
非常平庸 照着韩版还能拍成这样确实不太行 笑点不太高级 泪点也没出来 可惜了一个好题材 ,2
少年的你很懂女生 小小的愿望很懂男生 都是很适合放在暑期档的电影 还是觉得有点可惜啊 不过也还是希望小小的愿望能在九月卖过十亿 真的是一部很不错的喜剧 田羽生拍出了很好的现实感 1983年出生的主角高远跟我同年 导演也是我们同龄人 很多细节上的处理 真的让我很有共情 这就是属于我们80后的少年时代 打打闹闹 憧憬梦想 以及跟荷尔蒙有关的那些事 ,4
上一次在影院笑得那么开心已经是羞羞的铁拳了 真的太可爱了 彭彭超级无敌反差萌 一段情绪体现一段台词 完全表达了他作为演员的演技和台词功底 彭彭作为演员是真的拼的 不过戏份有点少 这点比较遗憾 意外之喜是魏大勋 真的太太太太好笑了  我的笑点几乎长在他身上了 他太出彩了  特别是配上莫名娇羞的表情真的憨憨 王大陆  也有点睛之处 但是从角色来说就一般 演技还可以 总体来说不功不过 电影真的不错 其实很少能在电影院看纯粹的友谊了有空看下原版 ,4
垃圾导演田羽生 虐待演员 我标记一下 以后这导演拍的片我都不看,1
除了彭昱畅之外一无是处的一部电影 ,2
把性都剥离干净还拍什么性喜剧 花钱做点别的不好吗  差点忘了当初的上映风波 我们可能是没资格伟大没资格谈性,1
虚情假意 庸俗不堪,1
看的时候有八百句槽想吐 看完想想还是算了吧 懒 能给负分吗 ,1
编剧请出来挨打 屎尿屁堆砌而成的自以为是的笑点 根本不好笑 剧情也挺低级的 没必要为了尬笑就糟蹋渐冻症患者吧 没必要 您真的没必要 王大陆也挺尬的 台词尬 演技尬 还活在少女时代里没醒吗 彭彭真的被这个片耽误了 ,1
抄都抄这么失败 优点没抄着 缺点一点没丢,1
低俗苍白的改编 使本自美好的情愫变得暗淡无光 在 小小的愿望 中低俗的其实并不是源于人性本能的欲望 而是电影将这一欲望表现的既尴尬又狗血 其苍白的也并不是电影预想建立的少年友谊 而是荒诞做作的剧情 根本无力描绘出一段淳朴动人的友谊 ,2
能打负星吗 ,1
3 5  抛开审查的必然因素 这个少年的告别 用这样一种轻松潇洒的方式 依旧能让人动容   魏大勋满满的少年气与合适的喜剧气质 大陆那一句 你能站着为什么躺着 后劲太大 ,3
怎么炒作都没用 烂片 辣眼睛,1
优点都要归于原版剧本的创意 缺点就是本土化不接地气 我们的青春片讲的都不是我们的青春 真是太遗憾了 ,3
电影不是这么拍的 再这样下去还不如直接拍部网大呢 ,2
有段剪辑不错 渲染情色气氛的办法是拍鱼缸 鱼水之欢 有趣 导演还是有才华的 至于性喜剧里看不到性 怪人家片子做什么 该怪谁大家都明白啊 ,3
换个导演 小彭就彻底没神了 托剧本的福 算有笑点 但是强行拉回2002年 演员却一副9102年的做派 有点难看咯,2
虽然从 伟大 变成了 小小  但是兄弟情义始终贯穿 对比韩版 这一版更像是一个关于告别的故事 纪念年轻时就离开的朋友 关于那些年 沙雕 的哥们儿和长大成人的愿望 还有就是 这应该是目前为止导演最好的作品了 ,4
也不能赖审查 就是自己烂啊,2
前半段很碎 可能是为了审查剪的吧 看得出来那些耍贱性喜剧的元素都躲掉了 有点可惜  后半段还是挺感人的 大概是我们太需要在生和死面前 如少年般放肆大笑 ,4
不打一分都对不起其他老老实实的电影 什么玩意 ,1
不说片方改番位的骚操作 不说电影被阉割补拍的悲催命运 即使没有以上两点 依旧是个打烂片 田雨生导戏的水平一如既往 王大陆烂片之王一如既往 改编国外电影水土不服一如既往 ,2
路演那天印象最深的是 快结束的时候彭彭说希望大家可以在豆瓣微博朋友圈等等地方宣传一下这部电影 第一天的排片很重要 而且目前来看第一天排片挺好的 他说到排片挺不错的时候特别开心 那种真诚的 带点儿骄傲的小兴奋 他很在意 也很尊重自己的作品 一直都是当初那个说起演戏就热泪盈眶的好演员 希望大家还是去看一看 彭昱畅将来一定会成为很厉害的演员 ,4
我正在夏门参与这部戏拍摄 这会是一部口碑和票房双丰收的电影 剧作比韩国原版更加丰满立体 预计豆瓣评分6 0以上吧 ,3
中国导演的门槛还是太低了  什么臭鱼烂虾都能当导演   您自己拍出来的电影您自己看的下去吗   连一部电影的好坏都分不清有什么资格当导演,1
如果没有原版我会给两星 现在这一坨玩意儿 实在不能高于一星了 审查肯定伤害到了这部电影 但主创不思进取的鸡贼才是罪魁祸首 ,1
尬 去掉了性喜剧的噱头其实真的会影响质感 其余桥段的虽然与韩版比还原度高 但是没有韩版灵动 ,1
